Worker 1, Worker 2, Worker 3
3.8918202981106265,3.2188758248682006,4.795790545596741,
3.9013215036278224,3.1648184800923618,4.7713999994091045,
3.910777786019714,3.109259351878211,4.746708327764505,
3.9201895680945396,3.0521126069900983,4.721708002236043,
3.9295572667193923,2.9932848365775118,4.696391208492196,
3.938881292931015,2.932674137586854,4.670749831634073,
3.9481620520440193,2.8701690505786455,4.64477544058045,
3.9573999437566085,2.805647326142202,4.6184592714254284,
3.966595362253867,2.738974485607019,4.591792209686498,
3.975748696308691,2.67000213346468,4.564764771353053,
3.984860329380412,2.5985659682605218,4.537367082636728,
3.993930639711195,2.5244834248998234,4.509588858315395,
4.002960000420249,2.4475508632442318,4.481419378551917,
4.011948779595927,2.3675401940168332,4.452847464056964,
4.020897340385769,2.284194801215697,4.42386144945183,
4.029806041084529,2.1972245773362196,4.394449154672439,
4.038675235220261,2.1062998291827046,4.364597854239087,
4.047505271638494,2.0110437312041953,4.334294244197883,
4.05629649458457,1.911022890054873,4.303524406518924,
4.065049243784168,1.8057354230840288,4.272273770712762,
4.07376385452208,1.6945957207744073,4.240527072400182,
4.0824406577192764,1.5769147207285406,4.208268308540415,
4.091079980008309,1.4518740067658724,4.175480688989062,
4.09968214380709,1.3184912577685282,4.142146584018639,
4.1082474673910925,1.1755733298042383,4.1082474673910925,
4.116776264964007,1.0216512475319817,4.07376385452208,
4.125268846726909,0.8548880296538798,4.038675235220261,
4.133725518945952,0.6729444732424265,4.002960000420249,
4.142146584018639,0.4727775561284614,3.9665953622538677,
4.15053234053871,0.25032628590801276,3.9295572667193923,
4.1588830833596715,8.881784197001248e-16,3.8918202981106265,
4.1671991036569995,-0.28620168728134554,3.8533575742548516,
4.175480688989062,-0.6203098566076788,3.814140631478099,
4.1837281233567865,-1.0216512475319826,3.7741392980647595,
4.1919416872620925,-1.5242801040937968,3.7333215548023455,
4.200121657765143,-2.1972245773362262,3.691653380996661,
4.20736476210535,-3.0759578969039154,3.6538718560575534,
4.212018679411794,-3.954691216471601,3.6291400428910565,
4.215012142449677,-4.833424536039297,3.613038166185263,
4.216938891717481,-5.712157855606986,3.602592285850404,
4.218179591754353,-6.590891175174695,3.5958314715006523,
4.218978746364095,-7.46962449474241,3.591462360974516,
4.219493587961841,-8.348357814310114,3.5886416460842865,
4.219825304558033,-9.227091133877874,3.586821741809594,
4.220039048326546,-10.10582445344546,3.5856480365114787,
4.220176782207611,-10.984557773013275,3.584891283514442,
4.220265539016295,-11.86329109258076,3.5844034464823205,
4.220322735761505,-12.742024412148867,3.5840889995541123,
4.220359595019479,-13.620757731716235,3.583886329778746,
4.220383348403565,-14.499491051283593,3.583755709484764,
